"ColorName","ColorId","ColorHex"
"Pêssego Mesclado","52160","#F6B99D"
"Pêssego Mesclado","52160","#F6B99D"
"Muffin","101006","#D6A78A"
"Muffin","101006","#D6A78A"
"Laranja Cítrico","532229","#F7A156"
"Flamingo","532144","#DF9C80"
"Laranja Imperial","532223","#E48E5F"
"Laranja Neon","639478","#E18451"
"Laranja Maracatú","532228","#E97B4E"
"Terracota Suave","532153","#BB6F58"
"Marrom Conhaque","532193","#78553C"
"Laranja","532143","#D75413"
"Cerâmica","532187","#944F39"
"Toque de Harpa","233436","#F8E8DC"
"Pêssego Branco","52578","#F4E8DA"
"Doçura da Primavera","233711","#F4E8DA"
"Teatro de Bonecos","233570","#FAE7D3"
"Essência de Rosa","52497","#EFE7E3"
"Adorável Pêssego","48562","#F4E6DA"
"Sussurro dos Anjos","100992","#F3E6D9"
"Campos de Algodão","52562","#F4E5D9"
"Aurora","49527","#F4E5D7"
"Rosa Açúcar","52502","#F0E5DE"
"Concha do Mar","48313","#F7E2D3"
"Rosa Alabastro","49513","#F2E2D9"
"Nuvem da Tarde","233765","#FAE0C3"
"Bala de Goma","48601","#F5DFC4"
"Saudade da Infância","533","#EFDCD2"
"Saudade da Infância","533","#EFDCD2"
"Pó de Pêssego","48322","#F9DBBD"
"Rosa Delicado","232844","#F4D9D0"
"Tulê Rosado","232898","#F4D8CE"
"Beleza de Menina","233301","#F8D7C3"
"Lugar Tranquilo","233770","#FED6AB"
"Luz Pêssego","48593","#F1D6BA"
"Areia de Bali","52564","#F3D4BD"
"Ambiente Sereno","233243","#F2D4C2"
"Flor de Laranjeira","48323","#F9D1AA"
"Flor de Laranjeira","48323","#F9D1AA"
"Momento Romântico","233005","#F4D1C1"
"Pêssego Paixão","100994","#F8CEC0"
"Luz da Alvorada","48554","#F2CEBE"
"Luz da Alvorada","48554","#F2CEBE"
"Toque de Leveza","233501","#F3CCB0"
"Rosa Vinho","48531","#EECCC4"
"Vitamina","233338","#FBCAAA"
"Bronze Antílope","101002","#F0C8B0"
"Pêssego Macio","233335","#EEC4A9"
"Tarde no Lago","233044","#F3C0A9"
"Essência de Laranja","233667","#FFBE7A"
"Férias de Verão","233462","#FABC90"
"Passo de Balé","232858","#F1BCA9"
"Toque de Damasco","48572","#F0BC94"
"Flor da Manhã","233265","#FFBB93"
